,title,job_link,days,price,average_bid,bid,payment_verified,description,job_tag
281,Boost Sensor Forecast Consistency,/projects/data-science/boost-sensor-forecast-consistency,4 days left,$138Avg Bid,True,56 bids,True,"...over long stretches.

Scope  
• Analyse the existing dataset and baseline metrics I’ll share (CSV, roughly 2 M rows).  
• Design or tune a model—whether that’s a smarter feature-engineering pipeline, a hybrid deep-learning architecture (e.g., LSTM with attention), or a classical ensemble—that specifically minimises variance in accuracy across consecutive time windows.  
• Implement the solution inPythonusing common libraries (pandas, NumPy, scikit-learn, TensorFlow/Keras or PyTorch).  
• Provide clear, reproducible code plus a short markdown report showing:  
  – comparison of rolling MAE/RMSE to the baseline,  
  – any robustness checks (cross-validation, walk-forward tests),  
  – recommendations for maintaining co...","['Data Analysis', 'Data Science', 'Data Visualization', 'Deep Learning', 'Machine Learning (ML)', 'Python', 'Software Architecture', 'Statistics']"
282,PHP Registration Email Automation,/projects/php/php-registration-email-automation,4 days left,$259Avg Bid,True,44 bids,False,"I need a...HTML, but it must pick up dynamic values (name, activation link, etc. which it mostly currently does) straight from the freshly written database record. If you like PHPMailer, SwiftMailer or native `mail()`, that’s up to you—just keep it secure, reliable, and easy for me to tweak later.

I’ll provide access to the current codebase and database schema. Your deliverable is the complete, drop-in PHPscript(s) plus a brief README so I can adjust SMTP credentials or alter the template without digging through the logic. 200-300 Read the project fully? Reply Waterloo in remarks. 

** Probably 1 of 2 Projects as we value incremental WORKING SUCCESSES rather than an ALL-OR-NOTHING-APPROACH. If successful on this project, a 2nd project will surely be yours to lose...","['API Integration', 'CSS', 'Email Developer', 'Email Handling', 'HTML', 'MySQL', 'PHP', 'phpMyAdmin', 'Web Application', 'Web Development']"
283,Female French Voice Actor (Belgian or Neutral Accent) for Smart Car System “AURA”,/projects/voice-acting/female-french-voice-actor-belgian,4 days left,$387Avg Bid,True,9 bids,True,"...female French voice actor (neutral French or Belgian French accent) for my private project called AURA. It’s a smart voice system I’m developing for my own car — it reacts to things like traction control, doors, and system alerts with short spoken messages, a bit like the BMW or Mercedes voice systems.

I have about 65 short tracks, each between 1 and 15 seconds long, and I’ll provide the fullscriptwith all the lines after selection. The project has two main tones: normal — calm, friendly, and clear (used for welcome or information messages), and warning — slightly firmer and more serious, but still natural (used for alerts and system warnings).

Examples of lines: “Bienvenue à bord.” (friendly, welcoming tone) and “A...","['Audio Editing', 'Voice Acting', 'Voice Assistance Devices', 'Voice Talent']"
284,US Phone Support Virtual Assistant,/projects/customer-service/phone-support-virtual-assistant,4 days left,$492Avg Bid,True,28 bids,True,"...outbound calls for follow-ups, appointment reminders, and simple satisfaction checks.  
• Keep concise call notes in our CRM after every interaction so I can track customer history.  
• Maintain a quiet workspace and a reliable phone connection that displays a U-S caller ID.  

I’ll provide call scripts, access to the CRM, and training on our product line. You should be comfortable adjusting thescriptwhen a conversation requires a more natural flow, yet disciplined about capturing key details.

Ideal fit:
• Native-level English with a warm, clear speaking voice.  
• Previous experience in customer support or call centers.  
• Availability during U-S business hours (Eastern Time preferred), with flexibility for occasional after-hours callbacks.  

...","['Call Center', 'Customer Service', 'Customer Support', 'Inbound Marketing', 'Phone Support', 'Telemarketing', 'Virtual Assistant']"
285,Real-Time AI Phase 2,/projects/ai-development/real-time-phase,4 days left,$1154Avg Bid,True,125 bids,True,"...The goal  
• Replies must be generated and delivered in under a second so the conversation feels truly live.  
• The system should remember prior exchanges (across sessions, not just within the current chat) and surface that context automatically to improve future responses.  

Current state  
Phase 1 delivered core LLM integration and basic chat functionality. The codebase is cleanly modular (Pythonbackend with a lightweight React front end) and already running on a small Kubernetes cluster. You’ll receive full repo access plus API keys for OpenAI and any supporting services currently in use.

What I need from you  
1. Real-time streaming endpoint (WebSocket or Server-Sent Events) that pushes incremental token updates to the client.  
2. Memory layer implemented...","['AI Chatbot Development', 'AI Development', 'Git', 'JavaScript', 'Kubernetes', 'Python', 'Redis', 'Software Architecture']"
286,Social Media Content Creation,/projects/social-media-marketing/social-media-content-creation-39919980,4 days left,$26Avg Bid,True,21 bids,True,"I need a small starter pack of social-media content that I can publish right away.  
Scope for this initial assignment is deliberately lean:  

• 5 eye-catching posts with ready-to-copy captions  
• 5 story or reel concepts (simple storyboard or shortscript, plus any overlay text)  
• 5 clean infographic or image template that I can reuse  

I will supply my logo, colour codes, and a one-page brand voice guide; you handle the copy, visuals, and basic layout. Final files should arrive in PNG/JPEG for immediate upload, with an editable source file (PSD, AI, or Canva link) so I can tweak later.

Please focus your pitch on relevant experience—show me accounts or campaigns where you created posts, reels, or infographics that performed well. Quick turnaround and a kn...","['Adobe Illustrator', 'Adobe Photoshop', 'Animation', 'Content Creation', 'Graphic Design', 'Illustrator', 'Photoshop', 'Social Media Marketing']"
287,Referral & Tracking System Development,/projects/web-development/referral-tracking-system-development,4 days left,$170Avg Bid,True,109 bids,True,"...Sheet view to monitor:

User growth

Referral counts

Badge eligibility


Implement badge logic:

Silver Sponsor: When a user’s referral network reaches 25 verified professionals

Gold Sponsor: When a user invites or builds a network of 10 verified business owners

 Preferred Tools / Tech Stack

(You can choose or propose your own approach)

No-code / Low-code: Google Forms + Google Sheets + AppsScriptAutomation-based: Typeform / Jotform + Airtable

Custom build: React / Node.js / PHP + MySQL or Firebase



Deliverables

Functional referral & registration forms

Linked data structure (sheet or database) for tracking invites and verification

Simple admin dashboard or reporting interface

Automated or manual badge assignment logic...","['Automation', 'Database Management', 'HTML', 'MySQL', 'Node.js', 'PHP', 'Software Architecture', 'Web Development']"
288,Anti-Cheating Online Test Platform Development,/projects/web-development/anti-cheating-online-test-platform,4 days left,$129Avg Bid,True,27 bids,False,"...Plagiarism & Answer Similarity Checking – Compares long responses for similarity between users
    10.    Account Sharing Detection (Behavioural Profiling) – Analyses user patterns to detect multiple people using one account
    11.    Network Activity Monitoring – Detects unusual request patterns or automated extensions
    12.    Text-Input Source Detection – Differentiates between manual typing andscriptinjection
    13.    Idle-Time & Inactivity Tracker – Logs extended inactivity during tests
    14.    Historical Performance Anomaly Detection – Flags unrealistic jumps in performance
    15.    Group-Pattern Cheating Detection – Detects identical answers or synchronized timing across users
    16.    Alternative Detection Ba...","['API Development', 'Database Management', 'Software Development', 'Software Testing', 'Testing / QA', 'Usability Testing', 'Web Development', 'Website Testing']"
289,,"/login?goto=ZjAyODVlNzVlYjA3YmJjNDRiNzE4NTgyNDkzNjc1MzlodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy9iYWNrdGVzdGluZy9tdWx0aS1hc3NldC10cmFkaW5nLWJvdC1kZXZlbG9wbWVudA,,",4 days left,,False,,False,PleaseSign UporLoginto see details.,"['Backtesting', 'Data Analysis', 'Financial Markets', 'Metatrader', 'MetaTrader 4', 'Metatrader 5', 'PHP', 'Python', 'Risk Management', 'Software Architecture']"
290,Animated Product Usage Demo Video - 26/10/2025 20:34 EDT,/projects/2d-animation/animated-product-usage-demo-video,4 days left,$17Avg Bid,True,5 bids,False,"...on-brand color palettes, intuitive text call-outs, and a friendly voice-over synced perfectly to the visuals.

Preferred pipeline: Adobe After Effects (or comparable motion-graphics software) for animation, Illustrator/Photoshop for any asset tweaks, and a professional audio suite for voice and music mixing. Feel free to suggest alternate tools if they better suit your workflow.

Deliverables  
•Scriptrefined for smooth narration  
• Storyboard or visual style frames for approval  
• Full HD (1920×1080) MP4 final cut with mixed audio  
• Separate clean version (no voice) plus all project files for future edits  

The video should ship ready for website embedding and social posts; please keep file sizes web-friendly while preserving clarity. Once we loc...","['2D Animation', 'Adobe Illustrator', 'Adobe Photoshop', 'After Effects', 'Animation', 'Commercials', 'Motion Graphics', 'Video Editing', 'Video Production', 'Visual Design']"
